name,full name,overall,club,league,nation,age,height,weight,foot,pac,acceleration,sprint speed,dri,agility,balance,reactions,ball control,dribbling,composure,sho,positioning,finishing,shot power,long_shots,volleys,penalties,defending,interceptions,heading accuracy,marking,standing tackle,sliding tackle,pas,vision,crossing,free kick accuracy,short passing,long passing,curve,phy,jumping,stamina,strength,aggression
bouhaddouz,aziz bouhaddouz,73,fc st. pauli,bundesliga 2,morocco,30,188,88,right,66,63,68,65,59,59,69,69,63,72,74,72,76,75,69,73,73,23,33,72,13,13,14,56,44,49,55,65,53,70,79,77,66,86,78
rodelin,ronny rodelin,73,stade malherbe caen,ligue 1 conforama,france,28,192,82,right,67,66,67,73,69,55,73,77,75,66,74,76,76,72,71,70,68,39,54,78,33,30,19,72,72,75,65,72,70,69,67,78,69,75,42
wuytens,stijn wuytens,73,az,eredivisie,belgium,28,183,74,left,59,56,61,68,68,66,73,73,64,75,59,58,47,72,72,60,55,70,72,74,66,70,69,73,72,68,75,76,76,74,73,75,83,73,62
diame,mohamed diame,73,newcastle united,premier league,senegal,30,184,80,right,73,71,75,77,73,69,65,80,80,67,70,68,64,85,73,69,63,73,72,74,69,77,77,67,64,63,29,75,72,69,77,73,72,79,77
antenucci,mirco antenucci,73,spal,calcio a,italy,33,178,76,right,70,71,70,76,76,73,72,76,77,74,74,78,78,76,62,71,74,33,30,55,26,36,32,63,64,59,66,68,50,74,63,59,70,63,54
tabanou,franck tabanou,73,en avant de guingamp,ligue 1 conforama,france,29,178,77,left,72,78,68,71,75,73,69,72,69,72,68,67,59,80,76,69,73,72,68,68,75,71,75,72,66,77,75,73,72,74,70,76,69,72,67
laure,laureano sanabria ruiz,73,ad alcorcon,laliga 1 i 2 i 3,spain,32,166,68,right,72,72,72,68,72,87,74,71,63,62,46,44,44,68,26,54,48,71,78,55,70,71,75,63,56,71,39,67,63,61,63,69,71,56,68
assaidi,oussama assaidi,73,fc twente,eredivisie,morocco,29,177,69,right,82,82,82,78,87,74,68,76,80,73,69,64,66,74,75,66,64,32,30,33,30,39,25,67,68,67,62,69,61,73,51,46,68,47,43
siligardi,luca siligardi,73,parma,calcio b,italy,30,180,72,left,81,80,82,76,82,83,69,78,75,67,68,70,63,72,77,69,61,26,23,46,19,27,27,68,63,71,68,71,65,74,62,34,76,67,38
mccleary,garath mccleary,73,reading,efl championship,jamaica,30,183,76,right,90,91,90,74,79,66,71,74,76,59,71,69,68,78,73,71,67,47,38,55,48,52,43,64,67,67,63,65,55,68,69,73,71,73,55
saul berjon,saul berjon perez,73,r. oviedo,laliga 1 i 2 i 3,spain,31,178,85,right,75,76,74,73,73,65,68,74,75,67,73,72,67,80,74,81,80,34,42,43,26,38,23,71,69,75,71,71,70,75,69,74,66,75,58
caire,maximiliano caire,73,club atletico tigre,primera division,argentina,29,177,70,right,83,84,83,70,75,77,62,63,76,44,36,53,28,51,38,33,35,73,75,77,69,72,77,55,43,58,41,61,56,58,73,86,88,67,66
esswein,alexander esswein,73,hertha bsc,bundesliga,germany,27,183,85,right,89,86,91,72,67,64,74,72,74,67,72,70,68,86,70,68,60,31,28,67,18,35,27,65,59,70,54,68,62,68,75,80,68,77,76
westwood,ashley westwood,73,burnley,premier league,england,27,170,67,right,63,68,59,71,73,79,76,77,65,76,53,54,47,62,57,48,55,63,70,44,61,66,64,76,76,76,75,76,79,71,65,63,78,65,49
albk,mads albk,73,1. fc kaiserslautern,bundesliga 2,denmark,28,185,77,left,54,53,54,69,72,65,72,73,65,71,67,63,64,73,73,67,57,60,69,45,54,65,57,74,73,73,64,74,78,72,75,56,76,74,79
pasquato,cristian pasquato,73,legia warszawa,ekstraklasa,italy,28,172,70,right,83,91,76,79,91,89,65,79,78,64,65,64,60,64,76,69,72,17,11,40,15,15,15,69,63,70,79,70,64,79,53,55,64,50,48
stanislas,junior stanislas,73,bournemouth,premier league,england,28,183,76,right,80,77,83,73,79,62,67,74,73,65,68,66,70,70,66,51,61,32,60,43,16,27,29,71,73,71,75,73,65,71,56,48,76,57,31
candeias,daniel joao santos candeias,73,rangers fc,scottish premiership,portugal,30,177,78,right,83,87,79,76,85,78,71,75,75,67,68,70,63,75,74,69,65,43,42,56,38,44,43,66,66,64,67,67,63,73,68,58,76,66,68
kambolov,ruslan kambolov,73,rubin kazan,russian football premier league,russia,28,180,79,right,66,67,66,64,70,68,69,63,61,72,61,47,51,76,74,51,65,72,72,71,71,74,74,68,65,61,61,70,75,72,72,78,66,75,70
vejinovic,marko vejinovic,73,az,eredivisie,holland,28,186,76,right,54,42,64,68,69,63,66,73,64,74,66,68,52,81,76,71,76,62,65,70,58,63,52,79,74,79,81,81,78,82,64,75,67,66,53
el kabir,moestafa el kabir,73,antalyaspor,super lig,morocco,29,174,84,right,73,69,76,73,75,66,73,73,74,72,70,75,69,74,67,70,68,27,21,66,16,29,31,63,69,65,70,60,55,68,76,85,65,82,74
quique,enrique gonzalez casin,73,ca osasuna,laliga 1 i 2 i 3,spain,27,175,67,left,74,75,74,70,77,77,75,66,70,62,72,80,71,72,73,71,71,42,44,71,41,37,32,66,62,69,59,69,61,70,65,74,65,71,49
sansone,gianluca sansone,73,novara,calcio b,italy,30,174,68,left,86,87,86,77,91,88,68,76,76,68,72,65,69,80,73,74,77,27,15,56,22,30,30,64,66,63,79,67,50,74,57,58,75,51,49
koybasi,ismail koybasi,73,fenerbahce sk,super lig,turkey,28,178,70,left,80,78,82,75,79,77,70,75,75,65,67,70,62,81,72,60,35,69,71,60,68,70,70,70,64,76,72,70,68,76,69,69,79,62,72
van der werff,maikel van der werff,73,vitesse,eredivisie,holland,28,186,82,right,61,60,61,56,53,62,69,69,46,65,55,30,39,78,71,55,61,72,74,68,72,73,73,67,51,67,75,74,70,74,73,70,65,78,73
jedrzejczyk,artur jedrzejczyk,73,legia warszawa,ekstraklasa,poland,30,189,78,right,73,74,72,65,64,62,65,68,63,65,51,53,48,71,39,52,34,73,73,72,73,73,73,61,42,70,34,69,67,47,78,72,80,76,83
bueno,alberto bueno calvo,73,fc porto,laliga santander,spain,29,179,67,right,62,63,61,75,75,74,74,78,74,70,75,72,73,80,79,75,68,41,45,66,42,31,34,67,70,67,66,69,57,80,48,56,40,57,36
bisevac,milan bisevac,73,football club de metz,ligue 1 conforama,serbia,34,185,81,right,58,54,62,56,52,55,67,65,48,69,52,58,42,69,55,42,59,72,73,73,70,73,69,63,57,58,46,72,68,43,74,79,66,78,75
danze,romain danze,73,stade rennais fc,ligue 1 conforama,france,31,184,73,right,66,66,66,70,68,69,74,70,69,76,59,59,52,69,71,58,42,72,78,66,70,72,74,71,66,72,55,75,73,61,71,63,68,72,75
donk,ryan donk,73,galatasaray sk,super lig,holland,31,192,80,right,58,52,62,67,41,39,67,74,71,70,64,64,60,81,67,42,50,69,75,74,56,76,68,68,74,61,39,76,68,44,78,78,77,81,74
vives,giuseppe vives,73,vercelli,calcio b,italy,37,178,70,right,57,55,59,72,62,77,68,77,70,77,58,58,46,72,69,64,55,68,77,49,65,70,69,73,75,64,64,78,78,57,63,56,53,60,83
ciofani,daniel ciofani,73,frosinone,calcio b,italy,32,190,82,right,65,61,69,57,34,39,74,68,53,74,73,79,75,77,71,55,65,24,29,78,16,14,12,40,38,26,48,57,23,29,72,86,58,80,66
gardner,craig gardner,73,birmingham city,efl championship,england,31,176,81,right,53,54,52,70,69,71,74,73,67,76,74,70,64,87,83,71,81,70,68,68,70,72,73,71,70,70,76,71,74,70,78,69,80,74,87
forestieri,fernando forestieri,73,sheffield wednesday,efl championship,italy,28,172,67,right,80,83,78,79,93,85,72,78,78,71,72,69,73,72,74,67,73,39,30,59,36,43,31,68,73,62,63,71,60,70,68,84,78,61,70
nuno andre coelho,nuno andre da silva coelho,73,chaves,liga nos,portugal,32,192,82,right,32,33,32,56,48,32,72,66,50,71,50,32,34,77,68,33,42,72,75,71,71,74,68,63,52,51,73,71,70,66,76,55,68,80,81
hooper,gary hooper,73,sheffield wednesday,efl championship,england,30,175,71,right,69,70,69,68,67,73,74,71,65,78,73,75,75,75,67,67,72,26,15,72,22,27,15,62,64,59,50,70,52,48,68,72,69,73,54
cathcart,craig cathcart,73,watford,premier league,northern ireland,29,190,83,right,56,50,61,55,64,56,69,59,47,67,37,27,29,56,41,30,28,74,68,74,76,77,73,54,43,39,39,71,61,39,72,69,71,75,69
nakamura,kengo nakamura,73,kawasaki frontale,meiji yasuda j1 league,japan,37,175,66,right,54,53,54,74,73,77,73,74,73,79,73,64,70,78,76,68,80,64,71,74,58,63,61,77,76,76,83,76,77,85,63,71,72,57,65
gerndt,alexander gerndt,73,fc lugano,raiffeisen super league,sweden,31,184,80,left,76,80,73,72,73,59,71,73,72,68,73,77,72,75,75,71,67,36,30,56,32,37,32,68,70,70,68,70,59,70,70,65,75,70,63
marcq,damien marcq,73,kaa gent,belgium pro league,france,29,182,76,right,53,52,54,62,62,65,71,67,57,71,48,39,49,57,43,46,33,72,79,73,67,73,70,62,62,52,30,69,71,59,76,78,80,73,77
genevois,romain genevois,73,stade malherbe caen,ligue 1 conforama,haiti,30,182,79,right,59,52,65,59,59,62,67,60,56,68,40,19,49,37,31,26,40,72,70,74,70,74,69,59,55,71,27,64,55,43,74,86,64,77,78
torosidis,vassilis torosidis,73,bologna,calcio a,greece,32,186,82,right,68,65,71,69,65,66,72,70,68,76,55,56,40,77,71,35,50,73,76,68,68,76,76,64,50,74,40,70,64,68,73,66,67,77,74
kudryashov,fedor kudryashov,73,rubin kazan,russian football premier league,russia,30,181,81,left,72,71,73,66,74,64,74,69,61,69,45,45,41,43,56,51,46,72,74,63,72,74,75,63,58,71,41,67,60,47,72,70,72,73,71
tekdemir,mahmut tekdemir,73,medipol basaksehir fk,super lig,turkey,30,178,68,right,63,66,60,70,68,75,73,73,67,68,60,53,53,76,66,48,56,72,75,70,67,77,73,64,59,57,53,73,68,50,73,81,75,70,78
gazzola,marcello gazzola,73,sassuolo,calcio b,italy,32,183,78,right,71,74,69,68,69,60,76,72,64,68,49,61,40,62,55,34,49,70,74,59,66,73,72,60,42,75,47,64,60,58,71,65,78,69,68
barazite,nacer barazite,73,evkur yeni malatyaspor,super lig,holland,27,186,79,right,67,68,67,76,74,58,75,76,79,65,68,69,68,71,62,65,72,29,36,60,22,24,20,70,72,69,67,73,65,71,62,64,67,66,44
fran merida,francisco merida perez,73,ca osasuna,laliga 1 i 2 i 3,spain,28,177,74,left,64,66,63,70,59,70,69,73,72,64,71,67,66,81,75,57,79,66,71,43,65,71,70,73,75,71,80,73,70,82,74,66,72,72,84
bannan,barry bannan,73,sheffield wednesday,efl championship,scotland,28,169,61,left,64,68,61,75,90,91,70,75,72,70,67,65,63,70,71,74,70,44,57,42,43,38,40,76,77,77,70,76,77,72,49,64,78,32,53
bjelland,andreas bjelland,73,brentford,efl championship,denmark,29,188,85,left,50,48,51,60,57,43,69,66,56,76,45,58,35,57,53,45,40,72,72,71,72,74,72,62,62,51,43,63,78,63,78,85,70,84,69
margreitter,georg margreitter,73,1. fc nurnberg,bundesliga 2,austria,29,186,85,right,50,46,54,45,39,56,68,49,39,58,22,25,13,48,18,12,23,72,73,75,64,77,73,47,49,32,20,58,52,36,75,71,55,86,75
roux,nolan roux,73,football club de metz,ligue 1 conforama,france,30,182,81,right,71,68,73,71,69,68,72,73,70,71,73,72,72,74,72,71,76,35,42,74,20,39,16,67,68,68,66,69,60,69,67,73,70,73,49
kelly,martin kelly,73,crystal palace,premier league,england,27,191,77,right,58,56,60,63,59,55,73,67,59,75,44,42,38,61,38,39,58,74,71,76,72,77,78,61,39,73,35,68,64,60,76,70,75,79,70
nogueira,vincent nogueira,73,rc strasbourg alsace,ligue 1 conforama,france,30,170,61,right,73,76,70,73,78,85,70,72,72,75,64,68,64,64,65,61,63,60,67,44,59,61,59,72,68,63,72,78,75,74,63,71,82,52,67
castro,andre castro pereira,73,goztepe sk,super lig,portugal,29,181,75,right,67,68,66,74,77,72,71,75,74,69,71,70,66,84,75,62,63,63,67,55,60,66,61,71,72,66,55,74,72,71,76,67,76,76,76
orlando sa,orlando carlos braga de sa,73,standard de liege,belgium pro league,portugal,29,188,85,right,62,59,64,70,68,56,72,71,70,74,71,74,75,75,59,64,71,34,22,75,21,43,25,57,67,49,41,62,49,49,73,71,72,80,57
dewaest,sebastien dewaest,73,krc genk,belgium pro league,belgium,26,188,88,right,54,49,58,39,37,37,67,48,28,68,41,37,33,70,35,22,40,72,69,75,72,75,71,44,38,36,39,54,46,33,84,67,80,88,83
vibe,lasse vibe,73,brentford,efl championship,denmark,31,181,73,right,86,86,86,68,84,71,79,66,65,71,71,77,73,71,67,67,65,37,34,65,34,36,23,61,71,59,45,66,44,64,68,73,85,60,67
sigorsson,kolbeinn sigorsson,73,fc nantes,ligue 1 conforama,iceland,28,186,80,right,60,56,64,65,56,54,74,67,64,74,72,77,74,76,66,69,69,40,40,77,28,42,30,57,63,46,52,61,58,51,74,68,72,80,63
vacha,lukas vacha,73,sparta praha,alka superliga,czech republic,28,175,72,right,76,77,76,75,74,80,75,76,73,75,62,59,59,68,69,39,59,70,69,73,69,70,73,66,62,63,55,73,66,57,75,78,75,73,81
judge,alan judge,73,brentford,efl championship,republic of ireland,29,169,70,right,75,75,75,75,90,86,66,71,74,68,69,66,70,72,69,63,58,33,41,40,30,31,28,70,73,69,67,73,63,69,65,87,77,61,55
fabio pacheco,fabio jose ferreira pacheco,73,cs maritimo,liga nos,portugal,29,180,73,right,68,66,69,64,65,71,74,65,61,70,54,53,45,69,66,48,44,73,76,59,75,75,69,62,57,51,58,72,68,49,72,78,71,67,83
rhodes,jordan rhodes,73,sheffield wednesday,efl championship,scotland,28,185,71,right,64,60,68,69,74,66,73,70,66,79,73,80,78,74,61,73,72,40,42,73,39,35,26,53,67,56,32,54,40,46,68,81,77,74,36
sanchez,nicolas sanchez,73,monterrey,liga bancomer mx,argentina,32,187,82,right,51,43,57,56,55,49,69,56,55,69,31,28,40,20,20,22,56,73,72,74,73,73,71,55,45,57,46,58,61,57,77,88,69,81,72
gosling,dan gosling,73,bournemouth,premier league,england,28,183,79,right,62,64,60,68,65,71,69,71,66,77,68,77,65,71,73,64,61,67,71,61,66,68,68,70,73,68,57,73,71,57,71,67,76,66,76
kadah,deniz kadah,73,antalyaspor,super lig,turkey,32,186,80,right,66,63,69,71,67,65,75,74,70,74,74,74,74,79,74,65,72,26,25,78,11,26,24,69,76,66,60,70,66,69,76,78,74,79,72
rogne,thomas rogne,73,ifk goteborg,ekstraklasa,norway,27,191,86,right,49,45,53,51,52,46,72,58,42,67,28,36,15,47,33,30,44,75,74,74,78,76,67,51,48,46,25,57,64,37,75,64,64,84,67
forren,vegard forren,73,molde fk,eliteserien,norway,30,186,85,left,41,48,35,60,53,65,70,65,55,73,52,37,39,78,61,44,60,73,73,71,74,73,68,58,46,45,68,67,64,68,78,83,68,83,75
lansbury,henri lansbury,73,aston villa,efl championship,england,27,185,85,right,62,61,62,70,69,65,69,73,68,71,69,70,68,70,73,57,72,59,67,47,56,60,62,71,73,66,70,73,73,69,77,62,81,75,81
bartley,kyle bartley,73,swansea city,premier league,england,26,194,94,right,55,58,53,51,41,32,62,64,44,66,27,25,24,36,20,23,46,72,70,78,72,73,70,49,38,39,34,65,53,33,79,33,71,87,81
neustadter,roman neustadter,73,fenerbahce sk,super lig,russia,30,188,81,right,44,47,42,64,54,46,72,73,62,63,52,53,39,70,63,47,58,73,72,76,73,75,70,66,69,56,50,73,72,53,72,65,77,74,62
munoz,ezequiel munoz,73,cd leganes,laliga santander,argentina,27,185,82,right,53,52,54,47,50,44,65,53,38,62,29,21,19,57,31,18,21,74,69,73,75,76,75,43,29,30,30,58,55,29,76,82,68,79,78
vitor gomes,vitor hugo gomes da silva,73,vila das aves,liga nos,portugal,30,183,81,right,58,55,60,71,63,59,74,75,71,70,62,68,53,77,70,50,59,67,69,70,66,66,68,73,73,75,73,75,72,61,75,76,74,75,75
buttner,alexander buttner,73,vitesse,eredivisie,holland,29,174,75,left,74,72,76,73,70,74,70,75,74,66,66,70,56,82,71,60,74,70,64,65,70,73,74,72,66,82,77,70,70,78,75,74,77,74,73
marrone,luca marrone,73,bari,calcio b,italy,27,186,75,right,57,50,62,68,59,61,69,72,68,68,59,56,40,80,75,64,73,72,74,72,71,72,72,71,69,67,72,74,74,72,71,68,70,73,66
borja garcia,borja garcia freire,73,girona fc,laliga santander,spain,27,176,72,right,78,81,76,73,77,77,70,75,73,61,69,68,72,65,71,59,62,59,66,53,50,68,54,71,73,64,51,76,72,65,65,72,69,69,47
heldon,heldon augusto almeida ramos,73,vitoria guimaraes,liga nos,cape verde islands,29,174,68,right,85,86,84,76,83,77,74,74,77,69,70,71,72,72,64,64,71,30,31,59,27,25,21,65,68,68,71,63,56,73,53,61,73,50,32
ansarifard,karim ansarifard,73,olympiacos cfp,hellas liga,iran,27,186,65,right,79,78,80,74,69,69,74,75,74,81,72,68,74,78,67,72,61,42,54,72,29,40,38,56,52,59,53,59,50,63,62,73,72,55,66
saadi,idriss saadi,73,rc strasbourg alsace,ligue 1 conforama,france,26,179,75,right,76,77,76,69,74,71,68,67,70,67,71,78,76,78,54,68,68,22,18,66,16,19,18,53,58,42,61,61,39,59,78,86,76,80,71
sala,jacopo sala,73,sampdoria,calcio a,italy,26,181,75,right,76,74,77,73,71,73,73,73,73,70,63,71,51,74,73,70,65,70,71,64,68,72,70,72,71,74,69,72,70,71,75,69,79,73,77
ivo pinto,ivo daniel f. mendonca pinto,73,norwich city,efl championship,portugal,28,184,70,right,82,79,84,68,73,63,73,68,68,64,47,62,38,61,49,44,44,70,69,57,73,73,71,64,59,74,55,66,61,56,71,67,77,70,69
kasami,pajtim kasami,73,fc sion,raiffeisen super league,switzerland,25,188,70,left,66,62,70,70,55,53,74,75,73,65,68,67,60,84,72,65,63,62,67,62,58,64,56,70,74,66,62,73,70,56,77,59,82,78,75
crisetig,lorenzo crisetig,73,bologna,calcio a,italy,25,183,80,left,55,48,60,72,67,68,68,76,72,72,51,60,33,70,68,58,59,66,73,68,60,68,60,72,74,62,59,78,76,61,75,72,76,78,67
buchel,marcel buchel,73,hellas verona,calcio a,liechtenstein,27,175,71,left,76,79,73,75,79,83,68,76,74,65,57,66,48,67,65,58,56,59,70,48,52,62,62,70,72,62,58,76,72,64,71,69,79,67,72
castaignos,luc castaignos,73,vitesse,eredivisie,holland,25,188,78,right,72,68,75,69,67,66,73,69,70,67,71,73,71,76,68,69,62,28,36,68,18,24,14,63,68,52,49,71,58,67,74,76,70,77,71
cunningham,greg cunningham,73,preston north end,efl championship,republic of ireland,27,183,70,left,78,78,78,69,73,69,72,69,68,72,52,60,50,60,54,25,44,70,66,69,70,74,70,64,55,73,52,67,65,47,77,75,86,72,80
tomas pina,tomas pina isla,73,d. alaves,laliga santander,spain,30,185,75,right,61,62,60,71,64,60,75,76,71,63,60,67,52,73,64,59,59,69,74,68,61,74,67,68,66,52,60,76,74,64,71,68,65,73,73
dubarbier,sebastian dubarbier,73,estudiantes de la plata,primera division,argentina,32,178,77,left,79,79,79,72,70,71,71,71,75,66,61,66,57,69,64,57,59,68,73,58,59,75,70,68,64,75,65,67,63,72,78,81,76,74,90
kacaniklic,alexander kacaniklic,73,fc nantes,ligue 1 conforama,sweden,26,181,72,left,74,77,72,75,77,72,69,76,76,72,64,72,65,66,59,63,59,38,36,61,35,38,32,70,72,65,65,74,68,68,57,43,62,61,43
guitian,alberto guitian ceballos,73,r. valladolid cf,laliga 1 i 2 i 3,spain,27,181,71,right,65,64,65,62,62,63,68,64,58,73,41,52,36,59,37,31,30,71,75,74,68,69,71,57,58,35,34,70,64,44,77,84,77,78,71
tano bonnin,cayetano bonnin vasquez,73,ca osasuna,laliga 1 i 2 i 3,dominican republic,27,186,76,right,56,50,60,56,54,66,59,62,49,66,33,40,26,60,22,13,51,71,69,65,67,77,76,57,45,53,52,71,55,40,80,83,76,80,82
linnes,martin linnes,73,galatasaray sk,super lig,norway,26,177,72,right,87,86,87,72,82,80,68,73,71,51,54,58,53,60,55,47,41,69,72,55,70,69,72,62,63,67,38,63,56,65,62,66,80,55,58
hanley,grant hanley,73,norwich city,efl championship,scotland,26,187,81,right,62,55,68,54,57,52,61,64,44,71,33,41,30,32,38,32,40,72,69,71,73,74,70,53,50,50,39,58,56,45,76,81,68,78,82
petrov,sergey petrov,73,fc krasnodar,russian football premier league,russia,27,175,71,right,76,75,77,70,70,75,73,72,69,65,64,66,60,69,71,68,50,76,75,63,78,77,77,61,47,46,51,75,70,59,66,64,74,60,73
kim bo kyung,bo kyung kim,73,kashiwa reysol,meiji yasuda j1 league,korea republic,28,178,73,left,79,79,79,71,74,77,76,73,68,65,62,75,59,64,62,64,72,59,62,58,59,60,55,72,77,69,64,74,70,73,66,73,80,59,63
appiah,dennis appiah,73,rsc anderlecht,belgium pro league,france,25,176,73,right,77,76,78,62,78,72,69,61,57,64,37,49,33,41,38,34,47,71,70,66,69,74,76,61,52,63,44,68,62,55,77,88,91,70,76
rzatkowski,marc rzatkowski,73,fc red bull salzburg,osterreichische fussball-bundesliga,germany,28,172,65,left,76,77,75,75,81,87,72,73,75,58,62,68,59,68,67,62,49,56,72,39,51,57,52,71,70,69,71,73,70,74,60,62,90,43,63
chavarria,pablo chavarria,73,stade de reims,dominos ligue 2,argentina,30,185,74,right,75,74,76,72,76,71,72,73,72,64,71,73,74,72,65,61,63,35,28,68,23,37,48,69,70,68,58,74,62,57,74,82,79,73,68
gregoritsch,michael gregoritsch,73,fc augsburg,bundesliga,austria,23,193,87,left,67,65,69,72,66,52,71,76,73,65,73,72,69,80,78,66,64,40,33,70,35,40,38,70,68,65,78,73,68,82,69,50,69,75,58
joselu,jose luis moreno barroso,73,granada cf,laliga 1 i 2 i 3,spain,27,177,73,right,78,78,78,67,70,60,67,68,66,63,79,67,83,82,75,70,75,49,65,65,39,45,39,51,48,44,54,58,45,55,77,69,89,75,69
paco montanes,francisco montanes claverias,73,cd tenerife,laliga 1 i 2 i 3,spain,31,172,73,right,79,80,78,77,84,84,71,73,78,79,65,65,61,75,66,66,60,37,38,42,37,40,21,70,72,72,62,71,63,76,62,76,64,63,51
sviatchenko,erik sviatchenko,73,celtic,alka superliga,denmark,26,185,82,right,68,63,73,56,71,67,68,64,43,73,50,62,39,67,61,36,35,71,71,72,71,72,71,58,63,42,34,66,64,42,78,84,71,82,76
bereszynski,bartosz bereszynski,73,sampdoria,calcio a,poland,25,183,77,right,82,82,82,70,76,72,74,70,67,70,59,65,57,63,57,59,59,69,70,59,72,68,70,66,66,66,50,71,63,58,73,70,82,67,76
marco matias,marco andre silva lopes matias,73,sheffield wednesday,efl championship,portugal,28,178,67,right,86,86,86,74,78,74,67,74,74,72,74,74,72,77,77,70,67,32,37,58,26,29,28,65,63,68,54,66,64,59,60,61,62,60,55
ozbiliz,aras ozbiliz,73,besiktas jk,super lig,armenia,28,175,72,left,78,79,77,75,82,79,62,76,76,62,76,65,72,83,83,70,74,30,43,41,22,28,23,73,67,76,80,74,70,77,54,65,61,57,35
garcia,santiago garcia,73,deportivo toluca,liga bancomer mx,argentina,29,191,80,left,63,53,71,67,54,53,70,67,70,70,53,62,49,64,49,40,67,73,76,80,67,73,75,64,55,71,46,68,65,64,80,72,78,78,90
gibson,ben gibson,73,middlesbrough,efl championship,england,25,185,78,left,63,64,63,47,56,68,63,59,33,50,26,24,24,33,28,20,21,75,72,73,76,77,74,44,29,28,22,63,55,31,71,77,63,79,60
hinterseer,lukas hinterseer,73,vfl bochum 1848,bundesliga 2,austria,26,192,86,right,66,65,67,68,66,57,71,71,68,66,71,74,74,74,61,69,71,33,25,73,27,33,31,62,64,55,44,69,58,63,72,58,71,80,57
guilherme,guilherme costa marques,73,legia warszawa,calcio a,brazil,26,170,70,left,92,90,93,77,84,86,70,74,77,75,63,66,58,70,67,64,57,56,61,52,55,54,55,66,68,64,59,70,60,59,63,80,74,55,67
schindler,christopher schindler,73,huddersfield town,premier league,germany,27,189,77,right,65,63,67,53,59,58,70,65,39,66,32,27,25,52,24,30,55,74,75,70,74,74,71,57,51,49,33,67,63,45,74,63,73,78,68
pedro mendes,pedro filipe teodosio mendes,73,montpellier herault sc,ligue 1 conforama,portugal,27,186,78,right,63,61,64,60,55,53,70,60,60,68,36,25,25,67,34,22,35,75,74,69,75,78,74,40,32,25,52,45,50,48,76,72,75,76,79
jenkinson,carl jenkinson,73,birmingham city,efl championship,england,26,185,77,right,70,64,74,67,62,67,70,68,68,62,50,67,41,72,41,60,49,72,70,62,74,75,74,66,62,73,52,69,64,60,73,65,76,74,71
mbakogu,jerry mbakogu,73,carpi,calcio b,nigeria,25,184,82,right,88,92,85,71,82,65,71,74,67,78,70,70,74,68,60,70,73,25,16,70,15,25,25,58,66,53,56,59,45,71,77,90,77,83,61
rafael martins,clecildo rafael martins ladislau,73,vitoria guimaraes,liga nos,brazil,29,177,73,right,70,70,70,69,69,74,68,71,66,76,75,74,73,85,69,75,74,28,20,67,26,27,15,59,58,59,65,65,45,64,70,75,61,71,78
sorg,oliver sorg,73,hannover 96,bundesliga,germany,27,175,75,right,74,75,74,71,78,82,70,72,68,68,55,49,40,79,65,61,51,72,73,58,73,75,74,66,60,68,50,72,62,59,69,63,74,64,76
ciano,camillo ciano,73,frosinone,calcio b,italy,28,176,73,left,80,87,74,76,81,73,68,77,76,75,69,66,70,70,63,67,76,24,25,58,13,23,20,70,66,72,74,70,68,72,61,55,68,62,51
ogude,fegor ogude,73,amkar perm,russian football premier league,nigeria,30,181,86,right,71,65,76,65,67,66,67,66,62,70,64,64,61,79,62,64,42,67,73,66,66,65,68,67,65,61,55,72,74,54,86,82,92,84,85
santander,federico santander,73,fc kbenhavn,alka superliga,paraguay,26,187,80,right,72,70,74,69,75,63,70,72,65,72,72,73,73,75,66,67,69,29,33,73,25,19,23,63,68,56,55,69,55,55,77,82,76,80,68
alvaro,alvaro vazquez garcia,73,rcd espanyol,laliga 1 i 2 i 3,spain,26,182,78,right,69,68,69,73,72,67,71,76,74,61,75,72,73,80,76,71,70,31,33,66,13,39,25,59,60,51,54,64,59,66,68,71,63,72,64
limbombe,anthony limbombe,73,club brugge kv,belgium pro league,belgium,23,177,72,right,88,89,87,78,91,83,66,76,78,64,68,63,63,77,74,70,46,21,27,36,15,20,15,65,52,79,66,66,59,77,54,85,66,56,26
cornelius,andreas cornelius,73,atalanta,calcio a,denmark,25,193,89,left,70,68,71,66,49,69,66,70,67,71,72,71,73,75,68,67,65,26,28,77,13,26,12,53,50,42,56,65,43,45,81,75,71,90,71
klaus,felix klaus,73,hannover 96,bundesliga,germany,25,180,79,right,81,85,78,73,76,78,72,70,75,68,66,72,65,74,60,59,62,33,34,45,30,33,29,65,64,69,53,70,58,60,68,67,77,67,60
behich,aziz behich,73,bursaspor,super lig,australia,27,170,66,left,83,84,83,74,84,84,66,72,74,64,60,61,61,63,57,55,47,68,66,54,68,73,74,67,48,72,55,73,71,72,65,73,82,52,73
plata,joao plata,73,real salt lake,major league soccer,ecuador,26,157,61,right,89,93,86,75,92,87,74,70,74,70,69,69,68,74,66,64,69,31,29,46,27,29,37,64,72,60,64,66,55,70,59,64,74,54,52
zoller,simon zoller,73,1. fc koln,bundesliga,germany,26,179,70,right,78,78,78,72,73,73,71,73,71,66,73,75,78,72,63,74,66,25,20,63,17,23,23,65,64,68,55,70,54,69,61,62,67,62,52
arias,diego arias,73,atletico nacional,liga dimayor,colombia,32,170,65,right,68,69,67,70,77,76,77,71,67,67,60,54,53,72,64,70,60,70,68,59,72,73,70,66,65,57,58,73,70,58,72,80,80,64,78
