full name,name,club,nation,overall,league,age,height,reactions,positioning,penalties,long passing,standing tackle,ball control,interceptions,acceleration,marking,strength,pac,aggression,agility,volleys,sprint speed,phy,pas,sliding tackle,long_shots,short passing,shot power,curve,dri,jumping,vision,crossing,finishing,balance,heading accuracy,defending,sho,free kick accuracy,composure,foot,dribbling,stamina
jorge molina vidal,jorge molina,getafe cf,spain,73,laliga santander,35,188,74,82,80,44,32,72,41,32,30,88,32,76,39,74,32,81,57,19,66,61,83,55,60,47,69,49,77,34,82,37,76,59,73,right,56,78
manuel pasqual,pasqual,empoli,italy,73,calcio b,36,178,70,64,50,77,71,75,70,68,70,66,68,66,73,62,68,68,77,72,62,77,72,80,72,74,70,85,46,72,58,69,56,76,76,left,70,71
ross mccormack,mccormack,aston villa,scotland,73,efl championship,31,175,70,77,74,66,25,77,30,69,19,69,69,68,77,70,69,64,71,22,74,68,77,75,74,59,75,73,75,84,61,28,75,78,76,right,71,53
thomas buffel,buffel,krc genk,belgium,73,belgium pro league,37,176,68,80,73,69,45,75,59,65,38,58,63,65,67,68,62,63,72,46,66,73,64,66,73,51,76,73,72,73,53,47,69,67,81,right,73,74
samuel holmen,holmen,if elfsborg,sweden,73,allsvenskan,33,178,70,70,60,72,70,72,70,75,68,68,77,76,78,59,78,75,70,66,71,73,72,63,71,76,70,67,61,74,64,68,66,65,63,right,70,89
gaston fernandez,fernandez,estudiantes de la plata,argentina,73,primera division,34,170,61,70,63,68,35,73,31,74,30,51,73,56,82,69,72,55,69,29,71,72,78,73,73,74,75,57,68,74,68,35,70,75,72,right,73,58
jose verdu nicolas,toche,r. oviedo,spain,73,laliga 1 i 2 i 3,35,186,70,79,70,46,37,66,36,59,24,79,57,64,60,72,56,74,58,27,66,63,75,65,64,81,61,52,77,61,77,36,74,58,75,right,63,70
djamel mesbah,mesbah,fc lausanne-sport,algeria,73,alka superliga,33,179,65,69,60,69,72,74,69,78,63,64,77,70,78,65,77,68,66,71,74,71,72,72,71,56,44,75,40,73,69,68,57,70,71,left,67,78
willem janssen,janssen,fc utrecht,holland,73,eredivisie,31,186,72,66,75,74,66,72,75,49,71,73,48,78,64,68,48,75,70,69,67,74,74,54,69,82,69,69,60,64,75,70,66,44,77,right,68,75
oriol riera magem,oriol riera,western sydney wanderers,spain,73,hyundai a-league,31,186,78,75,63,57,31,68,41,65,17,68,66,73,63,67,66,69,59,21,68,64,76,59,67,70,65,45,74,68,77,32,72,57,71,right,65,67
johan djourou,djourou,antalyaspor,switzerland,73,super lig,31,191,73,44,48,68,76,43,75,65,73,87,69,74,53,34,72,75,42,75,28,29,42,42,40,66,46,44,35,37,77,75,36,39,69,right,29,54
richard keogh,keogh,derby county,republic of ireland,73,efl championship,31,188,68,52,31,67,72,59,72,65,73,79,64,73,61,23,63,77,60,71,12,71,51,33,61,72,58,52,28,59,73,72,30,30,69,right,60,78
roland lamah,lamah,fc dallas,belgium,73,major league soccer,30,175,70,74,53,65,48,70,59,86,46,72,90,74,90,55,93,75,66,50,62,65,66,83,73,90,67,65,65,70,54,50,64,69,68,left,72,78
steven naismith,naismith,norwich city,scotland,73,scottish premiership,31,178,78,75,70,63,50,73,53,74,41,76,72,81,74,66,71,79,66,49,64,72,74,67,72,85,73,59,72,66,76,50,71,38,78,right,70,81
sebastien pocognoli,pocognoli,standard de liege,belgium,73,belgium pro league,30,181,73,67,58,64,74,68,67,77,74,71,76,77,74,59,76,74,67,70,64,66,73,73,70,81,58,76,50,69,63,71,59,69,68,left,70,77
franck berrier,berrier,kv oostende,france,73,belgium pro league,34,175,71,71,72,77,33,71,52,57,22,45,53,37,65,64,50,49,79,30,70,82,66,74,68,44,80,76,64,75,35,33,66,73,74,right,66,67
jeremy clement,clement,as nancy lorraine,france,73,dominos ligue 2,33,180,71,49,63,71,75,70,77,48,72,69,45,68,65,52,43,70,67,70,60,72,67,51,65,68,67,62,56,67,69,73,59,54,72,left,61,76
jonny hayes,hayes,celtic,republic of ireland,73,scottish premiership,30,173,54,57,48,60,49,71,47,87,43,66,89,52,93,50,90,70,69,35,68,68,72,62,75,84,72,76,63,93,30,44,64,62,70,left,75,88
anselmo vendrechovski jr.,juninho,tigres u.a.n.l.,brazil,73,liga bancomer mx,35,181,71,50,83,68,73,63,73,30,74,80,32,65,39,71,33,74,64,70,67,68,80,75,60,75,53,60,56,63,74,73,65,72,76,right,59,67
paulo sergio betanin,paulinho,cremona,brazil,73,calcio b,32,176,72,74,76,65,26,73,18,74,26,73,75,43,75,66,75,65,70,26,71,70,69,74,72,77,78,63,75,71,71,29,73,72,71,right,70,64
arnaldo edi lopes da silva,edinho,vitoria setubal,portugal,73,liga nos,35,182,72,73,76,44,25,69,37,54,22,77,60,69,61,73,64,68,53,33,68,59,79,60,66,76,52,47,76,58,77,32,75,64,70,right,66,49
olivier veigneau,veigneau,kasimpasa sk,france,73,super lig,32,176,68,47,53,73,78,69,76,68,77,64,70,72,79,38,72,68,68,74,62,72,66,58,70,72,64,70,25,79,61,75,44,43,64,left,69,72
evandro goebel,evandro,hull city,brazil,73,efl championship,31,179,74,72,79,71,49,76,61,70,47,65,68,68,76,67,66,66,74,40,70,75,72,69,76,64,76,73,66,79,62,51,69,71,78,right,75,65
alexandr bukharov,bukharov,fc rostov,russia,73,russian football premier league,33,193,75,75,69,54,28,70,34,34,23,93,53,74,34,65,69,80,60,28,68,58,78,70,62,34,73,53,72,29,81,33,72,65,73,right,64,68
marc pugh,pugh,bournemouth,england,73,premier league,30,180,69,72,64,59,44,75,37,74,30,66,71,60,82,49,69,68,67,31,66,69,67,60,76,63,69,71,68,66,66,39,66,69,71,right,77,78
marc wilson,wilson,sunderland,republic of ireland,73,efl championship,30,188,72,56,56,67,76,67,74,58,74,70,60,72,62,51,61,70,65,74,62,64,74,44,65,66,68,66,48,61,69,74,57,67,66,right,63,71
nicklas bendtner,bendtner,rosenborg bk,denmark,73,eliteserien,30,193,72,66,77,67,36,74,29,70,27,84,68,68,58,73,67,74,66,28,64,68,78,62,69,70,72,62,69,48,78,35,70,41,78,right,70,60
semih kaya,kaya,sparta praha,turkey,73,ceska liga,27,183,66,50,26,62,75,59,75,66,72,70,68,77,73,39,70,70,54,71,25,65,53,38,61,76,43,50,38,63,75,74,38,21,73,right,58,65
carlos carmona bonet,carmona,r. sporting,spain,73,laliga 1 i 2 i 3,30,178,72,69,80,74,44,73,55,67,37,62,66,59,62,56,65,64,76,37,69,80,70,78,70,60,67,81,59,72,58,45,65,77,65,right,70,71
aldo leao ramirez,ramirez,atletico nacional,colombia,73,liga dimayor,36,175,75,66,69,72,66,72,68,69,70,77,67,50,77,60,66,70,71,65,70,73,76,72,73,62,76,64,68,72,55,66,70,70,79,right,71,74
jonathan fabbro,fabbro,lobos b.u.a.p.,paraguay,73,alka superliga,36,188,68,71,69,73,22,77,41,69,35,82,65,57,72,73,62,68,74,25,75,73,79,79,73,51,72,74,70,50,63,34,73,80,74,right,74,54
jordens peters,peters,willem ii,holland,73,eredivisie,30,183,67,53,46,69,73,71,77,54,72,72,57,68,65,44,59,71,63,73,43,70,37,28,58,74,62,61,29,61,67,73,36,34,72,left,45,72
andreas ulmer,ulmer,fc red bull salzburg,austria,73,osterreichische fussball-bundesliga,32,175,74,71,36,63,71,70,69,70,69,65,72,67,73,70,73,70,67,73,70,72,72,73,69,57,65,71,45,74,59,69,58,33,69,left,67,85
mehdi lacen,lacen,getafe cf,algeria,73,laliga santander,33,176,69,59,59,76,69,72,67,56,70,69,56,80,75,58,56,72,72,59,64,80,70,80,71,76,68,59,49,79,59,67,58,70,68,left,70,72
sam hutchinson,hutchinson,sheffield wednesday,england,73,efl championship,28,182,70,48,55,70,71,67,76,64,69,74,66,92,61,40,67,76,66,75,53,72,57,49,64,75,56,68,51,63,66,71,52,56,70,right,62,68
liam bridcutt,bridcutt,nottingham forest,scotland,73,efl championship,28,171,72,46,34,70,76,72,72,68,70,74,69,70,72,49,69,76,65,74,36,71,62,36,71,90,60,64,45,81,61,72,46,66,74,right,68,84
marco motta,motta,ud almeria,italy,73,laliga 1 i 2 i 3,31,188,68,71,52,68,74,70,68,76,65,76,76,78,67,45,76,76,69,72,73,72,72,74,70,70,60,78,41,66,73,70,56,46,74,right,70,75
graham dorrans,dorrans,rangers fc,scotland,73,scottish premiership,30,179,71,66,74,72,61,72,68,68,51,65,66,66,70,69,64,67,76,60,75,77,77,77,71,69,79,75,62,75,69,60,69,76,80,right,69,73
matias fritzler,fritzler,colon de santa fe,argentina,73,primera division,31,179,68,59,51,64,82,66,82,50,66,62,49,80,65,45,49,69,61,72,54,71,66,59,62,84,66,39,39,61,65,74,49,44,63,right,57,72
dwight tiendalli,tiendalli,oxford united,holland,73,efl league one,32,176,68,56,57,55,73,71,68,76,72,73,77,79,75,43,78,76,62,77,51,70,68,43,71,83,60,66,36,71,51,70,48,43,73,right,70,79
onur kaya,kaya,sv zulte-waregem,belgium,73,belgium pro league,31,166,70,75,65,75,46,71,46,67,16,56,66,41,81,66,65,56,76,23,67,73,65,78,74,64,76,80,62,82,35,34,65,76,81,right,73,65
silvestre goncalves varela,varela,kayserispor,portugal,73,super lig,33,179,71,73,74,65,45,75,41,75,39,76,74,48,74,68,73,65,68,35,77,70,85,73,75,54,67,72,72,72,64,43,76,56,77,right,76,57
jose angel crespo rincon,crespo,paok,spain,73,hellas liga,31,183,73,57,41,69,77,68,70,69,70,74,67,78,63,33,66,76,64,75,40,67,51,58,62,71,59,72,32,62,60,72,39,27,69,right,55,78
alejandro lopez sanchez,alex lopez,r. sporting,spain,73,laliga 1 i 2 i 3,30,178,75,69,68,76,59,69,62,63,48,59,60,77,69,49,57,66,73,54,77,75,81,80,69,56,80,59,65,83,45,54,70,71,68,right,66,75
glenn murray,murray,brighton & hove albion,england,73,premier league,34,185,74,80,75,55,29,70,45,47,24,77,49,79,59,67,51,74,59,23,69,65,74,57,66,83,68,48,77,73,81,35,74,33,77,right,63,62
federico dionisi,dionisi,frosinone,italy,73,calcio b,30,179,75,76,70,32,23,69,30,77,23,63,80,52,62,71,83,64,49,24,71,65,75,52,68,73,53,30,75,64,67,29,74,51,76,right,68,72
fabio ceravolo,ceravolo,parma,italy,73,calcio b,31,180,69,72,70,50,18,75,25,74,12,74,75,53,77,68,76,71,60,16,64,65,70,66,74,84,59,60,75,70,65,22,71,60,76,right,74,76
miguel angel de las cuevas,de las cuevas,ca osasuna,spain,73,laliga 1 i 2 i 3,31,175,69,71,61,71,55,76,51,72,43,72,74,69,77,64,75,72,76,44,77,76,69,85,75,70,78,74,61,74,35,48,66,78,69,right,76,75
veli kavlak,kavlak,besiktas jk,austria,73,super lig,29,178,72,64,71,66,76,72,75,67,65,68,65,84,69,62,64,71,67,70,72,73,82,64,70,77,64,63,62,70,62,70,69,60,66,right,70,67
kevin mcdonald,mcdonald,fulham,scotland,73,efl championship,29,188,74,60,48,74,71,75,73,62,60,77,63,76,58,50,63,76,72,63,67,76,71,63,70,74,75,69,54,61,56,66,60,56,78,right,68,74
mateus galiano da costa,mateus,boavista fc,angola,73,liga nos,33,176,71,73,59,61,31,68,46,78,34,65,82,66,75,70,85,69,67,33,69,68,73,61,73,74,68,67,71,72,56,38,70,74,71,right,77,78
oswaldo vizcarrondo,vizcarrondo,estac troyes,venezuela,73,ligue 1 conforama,33,191,72,26,55,64,75,44,78,28,70,83,27,85,30,13,27,76,44,69,28,63,58,38,36,65,16,30,43,32,74,73,41,32,63,right,26,59
stewart downing,downing,middlesbrough,england,73,efl championship,33,180,70,70,68,73,26,75,44,69,41,62,69,36,72,70,69,59,73,36,72,72,73,80,74,42,72,75,66,73,62,39,69,72,68,left,74,73
simone padoin,padoin,cagliari,italy,73,calcio a,34,179,70,72,70,75,74,75,72,69,70,65,69,68,69,63,69,67,74,74,73,75,74,73,74,69,72,76,51,79,68,72,63,68,76,right,74,69
claudio terzi,terzi,la spezia,italy,73,calcio b,33,180,69,26,61,52,75,58,74,34,73,73,52,75,47,42,66,74,45,75,48,50,59,40,53,80,39,43,29,73,70,74,41,28,71,right,44,73
jermaine jones,jones,la galaxy,united states,73,major league soccer,36,184,74,68,68,75,71,72,69,61,69,83,65,92,67,65,68,85,70,72,69,71,84,65,70,78,71,66,62,66,73,70,69,60,72,right,68,84
paul mcshane,mcshane,reading,republic of ireland,73,efl championship,32,183,64,36,41,69,72,67,69,48,72,79,50,82,47,54,51,79,59,71,31,65,47,36,51,82,48,64,33,57,69,71,37,36,53,right,39,77
massimo gobbi,gobbi,chievo verona,italy,73,calcio a,37,182,69,60,55,71,78,69,75,48,75,69,59,71,60,55,68,68,68,79,70,71,75,76,65,67,52,79,44,65,68,76,57,45,79,left,61,65
alessandro rosina,rosina,salerno,italy,73,calcio b,34,170,77,70,68,70,27,77,14,79,20,34,76,48,82,72,73,46,72,22,68,72,74,81,77,32,72,69,65,89,50,24,68,78,73,left,74,73
arnold kruiswijk,kruiswijk,vitesse,holland,73,eredivisie,33,188,72,33,59,68,76,67,74,45,73,72,43,66,57,35,41,71,57,72,34,71,62,33,56,77,35,53,25,66,68,74,37,55,77,left,43,70
hassan yebda,yebda,cf os belenenses,algeria,73,liga nos,33,187,73,60,74,70,74,69,74,34,61,79,34,88,46,56,34,76,67,69,68,74,83,48,65,49,65,59,47,54,76,70,61,59,69,right,67,65
walter erviti,erviti,independiente,argentina,73,alka superliga,37,168,72,67,56,75,55,75,67,58,60,42,55,62,84,68,52,53,76,33,67,75,71,75,71,58,80,77,68,71,44,56,68,66,72,left,66,65
jason shackell,shackell,derby county,england,73,efl championship,34,193,70,50,31,63,71,61,72,55,74,82,55,72,56,37,55,75,53,72,34,67,61,42,60,75,45,42,32,49,73,72,39,21,72,left,58,62
yasuhito endo,endo,gamba osaka,japan,73,meiji yasuda j1 league,38,178,75,72,82,74,68,73,68,35,65,77,36,68,64,64,36,71,77,66,71,75,78,82,70,68,77,78,67,61,60,66,71,86,79,right,69,62
jose antonio garcia rabasco,verza,ud almeria,spain,73,laliga 1 i 2 i 3,31,181,68,59,83,80,72,73,73,40,59,74,42,74,56,69,43,72,76,62,73,77,80,83,67,49,73,71,62,68,49,65,69,81,75,right,64,70
jonas gutierrez,gutierrez,independiente,argentina,73,primera division,34,183,71,67,71,71,71,77,65,61,71,75,62,55,58,58,63,69,72,59,71,75,77,67,73,63,71,73,63,52,63,68,68,68,84,right,75,68
javier gandolfi,gandolfi,club atletico talleres,argentina,73,primera division,37,178,62,26,58,65,74,56,71,67,73,82,58,86,63,50,50,77,58,72,40,61,67,58,53,82,62,44,34,56,71,73,43,64,70,right,45,59
yalcin ayhan,ayhan,evkur yeni malatyaspor,turkey,73,super lig,35,192,68,21,36,45,76,60,76,33,76,78,31,86,34,23,30,74,44,69,25,60,42,32,51,32,31,31,32,32,78,76,32,38,71,right,46,66
egemen korkmaz,korkmaz,medipol basaksehir fk,turkey,73,super lig,35,183,66,32,30,33,76,51,69,54,73,83,50,85,47,24,47,76,42,71,45,59,52,22,48,68,22,42,32,53,73,73,38,42,61,left,42,57
roberto roman triguero,tito,cd leganes,spain,73,laliga santander,32,175,69,48,44,67,74,69,74,70,69,63,71,69,73,36,72,68,65,76,36,68,59,40,68,78,58,77,43,79,58,71,45,42,64,right,65,75
jeronimo figueroa cabrera,momo,ud las palmas,spain,73,laliga santander,35,180,69,67,79,73,48,76,55,64,41,67,61,59,69,58,59,62,77,44,65,79,68,82,74,54,76,78,68,56,58,48,67,74,77,left,75,58
nestor susaeta jaurrieta,susaeta,albacete bpie,spain,73,laliga 1 i 2 i 3,33,178,59,65,75,80,40,76,53,67,36,61,66,59,68,70,66,62,77,35,76,74,83,84,71,39,72,82,66,62,42,41,72,81,66,right,72,72
miguel flano bezunartea,miguel flano,ca osasuna,spain,73,laliga 1 i 2 i 3,33,177,63,36,52,55,70,60,66,57,70,77,62,84,63,40,66,78,54,74,45,67,52,43,53,89,47,40,45,67,76,70,46,49,64,right,43,72
vladimir bystrov,bystrov,fc tosno,russia,73,russian football premier league,34,177,73,70,64,65,61,74,33,88,56,63,89,77,85,66,89,67,66,62,67,67,70,64,74,59,65,71,68,73,58,54,68,51,66,right,72,67
oleg kuzmin,kuzmin,rubin kazan,russia,73,russian football premier league,36,175,70,66,52,70,77,70,70,78,78,60,74,70,80,64,71,61,68,80,56,72,72,64,71,73,61,68,60,74,65,75,62,56,78,right,69,55
alexandr anyukov,anyukov,zenit st. petersburg,russia,73,alka superliga,35,178,72,53,46,71,75,69,77,66,78,51,70,68,67,61,74,55,69,78,44,73,64,53,64,77,66,72,35,71,63,75,45,48,77,right,58,49
alexander gerndt,gerndt,fc lugano,sweden,73,raiffeisen super league,31,184,71,77,67,59,37,73,30,80,32,70,76,63,73,71,73,70,68,32,75,70,75,70,72,65,70,70,72,59,56,36,73,68,68,left,72,75
damien marcq,marcq,kaa gent,france,73,belgium pro league,29,182,71,39,33,71,73,67,79,52,67,73,53,77,62,46,54,76,62,70,43,69,57,59,62,78,62,52,49,65,73,72,48,30,71,right,57,80
romain genevois,genevois,stade malherbe caen,haiti,73,ligue 1 conforama,30,182,67,19,40,55,74,60,70,52,70,77,59,78,59,26,65,74,59,69,31,64,37,43,59,86,55,71,49,62,74,72,40,27,68,right,56,64
vassilis torosidis,torosidis,bologna,greece,73,calcio a,32,186,72,56,50,64,76,70,76,65,68,77,68,74,65,35,71,73,64,76,71,70,77,68,69,66,50,74,40,66,68,73,55,40,76,right,68,67
fedor kudryashov,kudryashov,rubin kazan,russia,73,russian football premier league,30,181,74,45,46,60,74,69,74,71,72,73,72,71,74,51,73,72,63,75,56,67,43,47,66,70,58,71,41,64,63,72,45,41,69,left,61,72
mahmut tekdemir,tekdemir,medipol basaksehir fk,turkey,73,super lig,30,178,73,53,56,68,77,73,75,66,67,70,63,78,68,48,60,73,64,73,66,73,76,50,70,81,59,57,53,75,70,72,60,53,68,right,67,75
marcello gazzola,gazzola,sassuolo,italy,73,calcio b,32,183,76,61,49,60,73,72,74,74,66,69,71,68,69,34,69,71,60,72,55,64,62,58,68,65,42,75,40,60,59,70,49,47,68,right,64,78
nacer barazite,barazite,evkur yeni malatyaspor,holland,73,super lig,27,186,75,69,72,65,24,76,36,68,22,66,67,44,74,65,67,62,70,20,62,73,71,71,76,64,72,69,68,58,60,29,68,67,65,right,79,67
francisco merida perez,fran merida,ca osasuna,spain,73,laliga 1 i 2 i 3,28,177,69,67,79,70,71,73,71,66,65,72,64,84,59,57,63,74,73,70,75,73,81,82,70,66,75,71,66,70,43,66,71,80,64,left,72,72
barry bannan,bannan,sheffield wednesday,scotland,73,efl championship,28,169,70,65,70,77,38,75,57,68,43,32,64,53,90,74,61,49,76,40,71,76,70,72,75,64,77,77,63,91,42,44,67,70,70,left,72,78
andreas bjelland,bjelland,brentford,denmark,73,efl championship,29,188,69,58,40,78,74,66,72,48,72,84,50,69,57,45,51,78,62,72,53,63,57,63,60,85,62,51,35,43,71,72,45,43,76,left,56,70
georg margreitter,margreitter,1. fc nurnberg,austria,73,bundesliga 2,29,186,68,25,23,52,77,49,73,46,64,86,50,75,39,12,54,75,47,73,18,58,48,36,45,71,49,32,13,56,75,72,22,20,58,right,39,55
nolan roux,roux,football club de metz,france,73,ligue 1 conforama,30,182,72,72,76,60,39,73,42,68,20,73,71,49,69,71,73,67,67,16,72,69,74,69,71,73,68,68,72,68,74,35,73,66,71,right,70,70
martin kelly,kelly,crystal palace,england,73,premier league,27,191,73,42,58,64,77,67,71,56,72,79,58,70,59,39,60,76,61,78,38,68,61,60,63,70,39,73,38,55,76,74,44,35,75,right,59,75
vincent nogueira,nogueira,rc strasbourg alsace,france,73,ligue 1 conforama,30,170,70,68,63,75,61,72,67,76,59,52,73,67,78,61,70,63,72,59,65,78,64,74,73,71,68,63,64,85,44,60,64,72,75,right,72,82
andre castro pereira,castro,goztepe sk,portugal,73,super lig,29,181,71,70,63,72,66,75,67,68,60,76,67,76,77,62,66,76,71,61,75,74,84,71,74,67,72,66,66,72,55,63,71,55,69,right,74,76
orlando carlos braga de sa,orlando sa,standard de liege,portugal,73,belgium pro league,29,188,72,74,71,49,43,71,22,59,21,80,62,57,68,64,64,73,57,25,59,62,75,49,70,71,67,49,75,56,75,34,71,41,74,right,70,72
sebastien dewaest,dewaest,krc genk,belgium,73,belgium pro league,26,188,67,37,40,46,75,48,69,49,72,88,54,83,37,22,58,84,44,71,35,54,70,33,39,67,38,36,33,37,75,72,41,39,68,right,28,80
lasse vibe,vibe,brentford,denmark,73,efl championship,31,181,79,77,65,44,36,66,34,86,34,60,86,67,84,67,86,68,61,23,67,66,71,64,68,73,71,59,73,71,65,37,71,45,71,right,65,85
kolbeinn sigorsson,sigorsson,fc nantes,iceland,73,ligue 1 conforama,28,186,74,77,69,58,42,67,40,56,28,80,60,63,56,69,64,74,57,30,66,61,76,51,65,68,63,46,74,54,77,40,72,52,74,right,64,72
lukas vacha,vacha,sparta praha,czech republic,73,alka superliga,28,175,75,59,59,66,70,76,69,77,69,73,76,81,74,39,76,75,66,73,69,73,68,57,75,78,62,63,59,80,73,70,62,55,75,right,73,75
alan judge,judge,brentford,republic of ireland,73,efl championship,29,169,66,66,58,63,31,71,41,75,30,61,75,55,90,63,75,65,70,28,69,73,72,69,75,87,73,69,70,86,40,33,69,67,68,right,74,77
fabio jose ferreira pacheco,fabio pacheco,cs maritimo,portugal,73,liga nos,29,180,74,53,44,68,75,65,76,66,75,67,68,83,65,48,69,72,62,69,66,72,69,49,64,78,57,51,45,71,59,73,54,58,70,right,61,71
jordan rhodes,rhodes,sheffield wednesday,scotland,73,efl championship,28,185,73,80,72,40,35,70,42,60,39,74,64,36,74,73,68,68,53,26,61,54,74,46,69,81,67,56,78,66,73,40,73,32,79,right,66,77
nicolas sanchez,sanchez,monterrey,argentina,73,liga bancomer mx,32,187,69,28,56,61,73,56,72,43,73,81,51,72,55,22,57,77,55,71,20,58,20,57,56,88,45,57,40,49,74,73,31,46,69,right,55,69
dan gosling,gosling,bournemouth,england,73,premier league,28,183,69,77,61,71,68,71,71,64,66,66,62,76,65,64,60,71,70,68,73,73,71,57,68,67,73,68,65,71,61,67,68,57,77,right,66,76
deniz kadah,kadah,antalyaspor,turkey,73,super lig,32,186,75,74,72,66,26,74,25,63,11,79,66,72,67,65,69,76,69,24,74,70,79,69,71,78,76,66,74,65,78,26,74,60,74,right,70,74
thomas rogne,rogne,ifk goteborg,norway,73,ekstraklasa,27,191,72,36,44,64,76,58,74,45,78,84,49,67,52,30,53,75,51,67,33,57,47,37,51,64,48,46,15,46,74,75,28,25,67,right,42,64
vegard forren,forren,molde fk,norway,73,eliteserien,30,186,70,37,60,64,73,65,73,48,74,83,41,75,53,44,35,78,58,68,61,67,78,68,60,83,46,45,39,65,71,73,52,68,73,left,55,68
henri lansbury,lansbury,aston villa,england,73,efl championship,27,185,69,70,72,73,60,73,67,61,56,75,62,81,69,57,62,77,71,62,73,73,70,69,70,62,73,66,68,65,47,59,69,70,71,right,68,81
kyle bartley,bartley,swansea city,england,73,premier league,26,194,62,25,46,53,73,64,70,58,72,87,55,81,41,23,53,79,49,70,20,65,36,33,51,33,38,39,24,32,78,72,27,34,66,right,44,71
roman neustadter,neustadter,fenerbahce sk,russia,73,super lig,30,188,72,53,58,72,75,73,72,47,73,74,44,62,54,47,42,72,66,70,63,73,70,53,64,65,69,56,39,46,76,73,52,50,63,right,62,77
ezequiel munoz,munoz,cd leganes,argentina,73,laliga santander,27,185,65,21,21,55,76,53,69,52,75,79,53,78,50,18,54,76,43,75,31,58,57,29,47,82,29,30,19,44,73,74,29,30,62,right,38,68
vitor hugo gomes da silva,vitor gomes,vila das aves,portugal,73,liga nos,30,183,74,68,59,72,66,75,69,55,66,75,58,75,63,50,60,75,73,68,70,75,77,61,71,76,73,75,53,59,70,67,62,73,70,right,71,74
alexander buttner,buttner,vitesse,holland,73,eredivisie,29,174,70,70,74,70,73,75,64,72,70,74,74,73,70,60,76,75,72,74,71,70,82,78,73,74,66,82,56,74,65,70,66,77,66,left,74,77
moussa maazou,maazou,racing club de lens,niger,73,dominos ligue 2,29,186,71,66,70,42,27,64,22,89,15,82,88,79,71,69,87,81,57,25,63,61,81,53,66,83,58,62,72,59,78,27,71,45,64,right,66,80
luis fuentes,fuentes,monterrey,mexico,73,liga bancomer mx,31,172,67,64,63,69,74,70,71,74,71,71,72,68,74,52,70,73,68,72,65,70,72,63,70,81,64,73,50,77,72,72,59,55,67,left,69,78
jair pereira,pereira,guadalajara,mexico,73,liga bancomer mx,31,183,61,35,50,54,75,53,69,54,75,82,55,72,43,19,55,78,52,75,43,60,50,30,54,69,50,50,31,57,79,74,38,33,63,right,54,78
alexey ionov,ionov,fc rostov,russia,73,russian football premier league,29,177,64,71,66,66,20,74,35,80,22,51,79,66,81,61,79,61,71,24,64,75,70,57,72,67,73,73,66,71,52,27,66,54,66,left,71,75
rens van eijden,van eijden,az,holland,73,eredivisie,30,188,67,34,41,48,74,57,74,35,75,84,35,74,38,22,35,77,47,67,23,61,58,27,48,80,58,21,21,53,76,74,30,32,64,right,39,64
cristian maidana,maidana,rionegro aguilas,argentina,73,alka superliga,31,181,74,71,65,75,33,74,29,67,27,70,68,72,77,55,68,69,74,30,65,76,70,76,73,50,71,72,60,60,48,32,64,75,68,left,73,69
syarhey palitsevich,palitsevich,genclerbirligi sk,belarus,73,super lig,27,186,68,30,52,68,75,58,72,62,70,78,65,70,62,19,67,74,54,68,43,66,46,52,53,72,37,36,24,58,76,72,34,68,60,right,44,69
lukas marecek,marecek,sparta praha,czech republic,73,belgium pro league,27,182,67,56,55,71,73,73,73,71,70,65,72,68,71,54,72,70,72,67,63,77,67,69,70,72,69,68,48,72,54,70,56,71,69,right,68,82
lex immers,immers,ado den haag,holland,73,eredivisie,31,189,73,74,71,68,66,72,59,43,53,83,41,83,57,73,40,84,68,60,72,74,80,42,67,82,73,67,68,52,80,62,72,45,77,right,65,86
george friend,friend,middlesbrough,england,73,efl championship,30,188,65,64,50,59,76,69,70,74,73,82,73,62,71,34,73,78,63,74,58,68,65,67,70,73,53,66,52,50,68,73,55,57,62,left,74,85
douglas franco teixeira,douglas,sporting cp,holland,73,alka superliga,30,192,65,43,46,60,75,56,71,47,67,89,54,81,51,38,59,76,52,66,49,64,73,39,55,71,48,39,38,45,78,71,48,22,69,right,54,47
ricardo noir,noir,racing club,argentina,73,primera division,31,173,69,69,59,67,37,71,57,89,43,68,89,55,78,66,89,70,68,40,68,71,72,69,72,68,68,69,71,78,62,46,70,47,68,right,72,87
aziz bouhaddouz,bouhaddouz,fc st. pauli,morocco,73,bundesliga 2,30,188,69,72,73,53,13,69,33,63,13,86,66,78,59,73,68,79,56,14,69,65,75,70,65,77,44,49,76,59,72,23,74,55,72,right,63,66
ronny rodelin,rodelin,stade malherbe caen,france,73,ligue 1 conforama,28,192,73,76,68,70,30,77,54,66,33,75,67,42,69,70,67,67,72,19,71,72,72,69,73,78,72,75,76,55,78,39,74,65,66,right,75,69
stijn wuytens,wuytens,az,belgium,73,eredivisie,28,183,73,58,55,76,70,73,72,56,66,73,59,62,68,60,61,73,73,69,72,76,72,74,68,75,72,68,47,66,74,70,59,75,75,left,64,83
mohamed diame,diame,newcastle united,senegal,73,premier league,30,184,65,68,63,72,77,80,72,71,69,79,73,77,73,69,75,77,67,77,73,75,85,69,77,73,64,63,64,69,74,73,70,29,67,right,80,72
mirco antenucci,antenucci,spal,italy,73,calcio a,33,178,72,78,74,50,36,76,30,71,26,63,70,54,76,71,70,63,63,32,62,68,76,74,76,59,64,59,78,73,55,33,74,66,74,right,77,70
