acceleration,age,aggression,agility,balance,ball control,club,composure,crossing,curve,defending,dri,dribbling,finishing,free kick accuracy,full name,heading,height,interceptions,jumping,league,long passing,long shots,marking,name,nation,overall,pac,pas,penalties,phy,positioning,reactions,sho,short passing,shot power,sliding tackle,sprint speed,stamina,standing tackle,strength,strong foot,vision,volleys
45,34,57,52,51,82,Real Sociedad,78,88,81,46,75,77,74,76,Xabier Prieto Argarate,75,186,63,39,Laliga Santander,83,81,15,Xabi Prieto,Spain,79,48,84,84,58,77,85,75,85,73,42,51,55,57,61,Right,84,61
45,34,57,52,51,82,Real Sociedad,78,88,81,46,75,77,74,76,Xabier Prieto Argarate,75,186,63,39,Laliga Santander,83,81,15,Xabi Prieto,Spain,79,48,84,84,58,77,85,75,85,73,42,51,55,57,61,Right,84,61
69,29,75,50,32,78,Zenit St. Petersburg,70,61,65,29,69,71,77,60,Artem Dzyuba,88,196,30,60,Sogaz Russian Football Championship,55,66,25,Dzyuba,Russia,79,71,67,77,85,83,76,75,71,79,19,73,83,15,93,Right,76,72
69,29,75,50,32,78,Zenit St. Petersburg,70,61,65,29,69,71,77,60,Artem Dzyuba,88,196,30,60,Sogaz Russian Football Championship,55,66,25,Dzyuba,Russia,79,71,67,77,85,83,76,75,71,79,19,73,83,15,93,Right,76,72
73,24,65,73,60,77,Besiktas Jk,74,78,86,59,76,77,79,87,Anderson Souza Conceicao,74,191,63,52,Super Lig,77,87,50,Anderson Talisca,Brazil,79,75,78,71,71,84,77,81,77,84,45,76,76,64,72,Left,75,76
76,37,74,78,80,83,Sparta Praha,84,77,81,43,82,82,65,70,Tomas Rosicky,46,179,49,58,Alka Superliga,76,71,32,Rosicky,Czech Republic,79,73,79,74,63,72,77,70,83,78,56,71,68,45,56,Right,79,67
52,35,80,34,45,49,Cska Moscow,75,59,51,82,48,45,23,43,Vasiliy Berezutskiy,78,189,78,69,Sogaz Russian Football Championship,79,41,85,Berezutskiy,Russia,79,52,67,45,75,37,70,39,74,71,80,52,53,83,85,Right,62,39
52,35,80,34,45,49,Cska Moscow,75,59,51,82,48,45,23,43,Vasiliy Berezutskiy,78,189,78,69,Sogaz Russian Football Championship,79,41,85,Berezutskiy,Russia,79,52,67,45,75,37,70,39,74,71,80,52,53,83,85,Right,62,39
81,33,73,78,73,78,Spartak Moscow,74,80,86,50,76,74,74,79,Alexandr Samedov,59,177,42,64,Sogaz Russian Football Championship,69,75,52,Samedov,Russia,79,80,79,81,72,77,78,74,80,73,47,80,82,52,68,Right,80,61
81,33,73,78,73,78,Spartak Moscow,74,80,86,50,76,74,74,79,Alexandr Samedov,59,177,42,64,Sogaz Russian Football Championship,69,75,52,Samedov,Russia,79,80,79,81,72,77,78,74,80,73,47,80,82,52,68,Right,80,61
73,32,68,77,66,80,Zenit St. Petersburg,72,74,76,76,77,78,65,82,Christian Noboa,74,183,78,79,Sogaz Russian Football Championship,81,79,77,Noboa,Ecuador,79,73,76,80,76,74,74,71,75,75,75,73,90,75,71,Right,75,63
73,32,68,77,66,80,Zenit St. Petersburg,72,74,76,76,77,78,65,82,Christian Noboa,74,183,78,79,Sogaz Russian Football Championship,81,79,77,Noboa,Ecuador,79,73,76,80,76,74,74,71,75,75,75,73,90,75,71,Right,75,63
90,25,44,78,68,77,Zenit St. Petersburg,71,81,81,43,78,82,75,78,Emiliano Rigoni,46,178,33,57,Sogaz Russian Football Championship,71,73,46,Rigoni,Argentina,79,86,76,60,61,75,69,73,75,71,55,82,80,41,58,Left,77,71
87,28,53,88,90,83,La Galaxy,76,73,73,29,81,79,78,80,Giovani Dos Santos,61,175,28,66,Major League Soccer,70,78,21,Dos Santos,Mexico,79,86,73,70,53,75,76,78,75,80,23,86,66,28,45,Left,70,77
87,28,53,88,90,83,La Galaxy,76,73,73,29,81,79,78,80,Giovani Dos Santos,61,175,28,66,Major League Soccer,70,78,21,Dos Santos,Mexico,79,86,73,70,53,75,76,78,75,80,23,86,66,28,45,Left,70,77
63,31,53,72,73,78,Portland Timbers,80,78,80,36,76,76,74,79,Diego Valeri,68,178,36,68,Major League Soccer,76,84,30,Valeri,Argentina,79,62,79,71,62,83,80,77,78,79,30,62,67,33,63,Right,82,74
63,31,53,72,73,78,Portland Timbers,80,78,80,36,76,76,74,79,Diego Valeri,68,178,36,68,Major League Soccer,76,84,30,Valeri,Argentina,79,62,79,71,62,83,80,77,78,79,30,62,67,33,63,Right,82,74
73,27,79,66,70,76,Fc Porto,75,63,67,73,74,75,64,63,Hector Herrera,59,183,79,66,Liga Nos,71,76,74,Herrera,Mexico,79,74,71,58,79,76,75,70,75,81,67,74,92,76,73,Right,73,59
73,27,79,66,70,76,Fc Porto,75,63,67,73,74,75,64,63,Hector Herrera,59,183,79,66,Liga Nos,71,76,74,Herrera,Mexico,79,74,71,58,79,76,75,70,75,81,67,74,92,76,73,Right,73,59
54,37,87,68,84,81,Medipol Basaksehir Fk,77,83,83,62,76,75,68,82,Emre Belozoglu,43,170,66,72,Super Lig,87,77,63,Belozoglu,Turkey,79,47,85,85,69,63,69,73,86,79,64,42,61,65,65,Left,86,69
67,33,87,77,75,78,Lokomotiv Moscow,76,67,62,77,75,73,63,54,Igor Denisov,59,176,76,70,Sogaz Russian Football Championship,74,68,80,Denisov,Russia,79,66,73,62,73,64,75,65,80,67,73,65,85,81,62,Right,72,60
67,33,87,77,75,78,Lokomotiv Moscow,76,67,62,77,75,73,63,54,Igor Denisov,59,176,76,70,Sogaz Russian Football Championship,74,68,80,Denisov,Russia,79,66,73,62,73,64,75,65,80,67,73,65,85,81,62,Right,72,60
70,26,80,74,81,76,Spartak Moscow,70,60,82,77,68,58,63,82,Fernando Lucas Martins,62,175,80,80,Sogaz Russian Football Championship,82,72,79,Fernando,Brazil,79,73,75,61,74,47,73,65,78,73,77,76,80,78,69,Right,75,45
72,29,79,59,53,78,Hannover 96,75,61,40,31,72,72,80,38,Jonathas De Jesus Mauricio,78,190,28,75,Bundesliga,46,73,24,Jonathas,Brazil,79,75,58,73,80,81,74,79,63,85,32,77,66,24,87,Right,65,74
66,26,77,63,58,74,Rsc Anderlecht,79,58,50,26,70,69,82,49,Ukasz Teodorczyk,84,188,24,75,Belgium Pro League,64,69,13,Teodorczyk,Poland,79,70,63,65,80,83,79,77,69,77,20,74,80,22,81,Right,65,76
61,30,73,49,47,65,Olympique Lyonnais,76,26,39,79,62,62,44,41,Marcelo Antonio Guedes Filho,82,191,79,72,Ligue 1 Conforama,75,30,78,Marcelo,Brazil,79,66,55,51,82,39,74,48,74,76,75,70,74,80,90,Right,43,42
61,30,73,49,47,65,Olympique Lyonnais,76,26,39,79,62,62,44,41,Marcelo Antonio Guedes Filho,82,191,79,72,Ligue 1 Conforama,75,30,78,Marcelo,Brazil,79,66,55,51,82,39,74,48,74,76,75,70,74,80,90,Right,43,42
77,32,62,72,68,82,Kayserispor,77,71,54,31,75,72,81,55,Asamoah Gyan,73,180,26,73,Super Lig,51,72,22,Gyan,Ghana,79,77,70,70,74,80,77,78,76,80,28,77,75,29,79,Right,80,80
77,32,62,72,68,82,Kayserispor,77,71,54,31,75,72,81,55,Asamoah Gyan,73,180,26,73,Super Lig,51,72,22,Gyan,Ghana,79,77,70,70,74,80,77,78,76,80,28,77,75,29,79,Right,80,80
80,27,76,64,61,81,Spartak Moscow,72,45,66,28,77,80,75,54,Jose Luis Mendes Andrade,84,184,29,92,Sogaz Russian Football Championship,44,64,18,Ze Luis,Cape Verde Islands,79,81,59,75,78,78,80,74,63,79,24,81,68,19,83,Left,75,75
76,33,72,77,82,77,Alanyaspor,76,57,68,34,77,78,81,38,Vagner Silva De Souza,78,171,40,77,Super Lig,45,73,18,Vagner Love,Brazil,79,74,63,85,75,82,72,79,71,80,25,73,75,33,76,Right,72,72
68,29,84,57,60,55,Lazio,74,40,44,79,55,50,42,45,Mauricio Santos Nascimento,78,185,78,88,Calcio A,62,53,80,Mauricio,Brazil,79,69,54,52,79,32,74,47,67,56,79,69,71,79,80,Right,46,51
68,29,84,57,60,55,Lazio,74,40,44,79,55,50,42,45,Mauricio Santos Nascimento,78,185,78,88,Calcio A,62,53,80,Mauricio,Brazil,79,69,54,52,79,32,74,47,67,56,79,69,71,79,80,Right,46,51
85,26,74,84,84,79,Sporting Cp,82,86,87,57,80,79,67,78,Marcos Acuna,55,172,63,69,Liga Nos,71,83,53,Acuna,Argentina,79,84,78,43,76,72,75,72,76,78,54,84,87,58,71,Left,78,68
92,25,73,83,82,75,Independiente,73,67,61,78,76,74,57,40,Nicolas Tagliafico,76,172,77,84,Primera Division,66,44,79,Tagliafico,Argentina,79,88,66,46,72,66,74,55,69,66,78,85,88,78,62,Left,68,33
68,23,80,64,47,62,Manchester United,70,48,64,79,61,59,36,66,Victor Lindelof,78,187,81,81,Premier League,68,57,79,Lindelof,Sweden,79,70,62,55,79,37,78,48,74,68,77,72,77,79,79,Right,49,34
32,37,75,32,32,58,Sl Benfica,81,50,36,80,52,50,45,48,Anderson Luis Da Silva,82,195,81,61,Liga Nos,58,45,73,Luisao,Brazil,79,33,55,66,77,30,69,50,65,68,80,34,50,85,92,Right,48,51
32,37,75,32,32,58,Sl Benfica,81,50,36,80,52,50,45,48,Anderson Luis Da Silva,82,195,81,61,Liga Nos,58,45,73,Luisao,Brazil,79,33,55,66,77,30,69,50,65,68,80,34,50,85,92,Right,48,51
94,22,42,92,76,77,Psv,76,75,69,34,81,83,75,59,Hirving Lozano,56,175,53,75,Eredivisie,68,75,25,Lozano,Mexico,79,93,72,66,61,78,75,75,72,78,25,93,80,27,57,Right,73,73
94,22,42,92,76,77,Psv,76,75,69,34,81,83,75,59,Hirving Lozano,56,175,53,75,Eredivisie,68,75,25,Lozano,Mexico,79,93,72,66,61,78,75,75,72,78,25,93,80,27,57,Right,73,73
82,33,73,75,66,80,Lokomotiv Moscow,81,82,82,34,78,79,76,76,Jefferson Farfan,58,178,39,77,Sogaz Russian Football Championship,74,76,17,Farfan,Peru,79,84,79,81,76,75,75,78,79,83,29,84,69,43,79,Right,80,70
82,33,73,75,66,80,Lokomotiv Moscow,81,82,82,34,78,79,76,76,Jefferson Farfan,58,178,39,77,Sogaz Russian Football Championship,74,76,17,Farfan,Peru,79,84,79,81,76,75,75,78,79,83,29,84,69,43,79,Right,80,70
92,23,61,93,91,79,Sl Benfica,81,70,70,45,84,85,72,50,Franco Cervi,49,166,33,61,Liga Nos,63,65,39,Cervi,Argentina,79,90,70,56,55,74,78,68,74,68,38,88,73,58,41,Left,73,55
92,23,61,93,91,79,Sl Benfica,81,70,70,45,84,85,72,50,Franco Cervi,49,166,33,61,Liga Nos,63,65,39,Cervi,Argentina,79,90,70,56,55,74,78,68,74,68,38,88,73,58,41,Left,73,55
73,22,65,81,80,83,Valencia Cf,66,75,80,62,81,82,68,80,Andreas Hugo Hoelgebaum Pereira,59,178,65,59,Laliga Santander,77,77,68,Andreas Pereira,Brazil,79,80,78,49,69,69,71,74,77,76,49,72,78,58,67,Right,72,76
73,22,65,81,80,83,Valencia Cf,66,75,80,62,81,82,68,80,Andreas Hugo Hoelgebaum Pereira,59,178,65,59,Laliga Santander,77,77,68,Andreas Pereira,Brazil,78,76,77,49,69,69,71,72,77,76,49,72,78,58,67,Right,72,76
67,34,70,65,52,71,Medipol Basaksehir Fk,85,58,70,32,71,73,79,44,Emmanuel Adebayor,90,191,31,77,Super Lig,55,66,23,Adebayor,Togo,79,69,66,80,74,79,76,77,71,80,19,71,57,25,83,Right,76,79
67,34,70,65,52,71,Medipol Basaksehir Fk,85,58,70,32,71,73,79,44,Emmanuel Adebayor,90,191,31,77,Super Lig,55,66,23,Adebayor,Togo,79,69,66,80,74,79,76,77,71,80,19,71,57,25,83,Right,76,79
80,24,47,83,76,85,Fc Barcelona,70,77,82,51,83,84,75,72,Denis Suarez Fernandez,44,176,62,58,Laliga Santander,79,74,40,Denis Suarez,Spain,80,79,81,63,58,77,82,74,84,76,42,79,73,59,55,Right,81,68
78,27,85,79,82,78,Napoli,77,70,65,79,78,77,62,49,Allan Marques Loureiro,59,175,86,69,Calcio A,76,62,76,Allan,Brazil,80,77,75,53,81,78,84,64,80,70,80,76,94,84,74,Right,79,56
67,24,69,78,77,84,Tsg 1899 Hoffenheim,75,72,82,53,82,82,72,80,Kerem Demirbay,46,182,57,72,Bundesliga,79,75,46,Demirbay,Germany,80,68,79,68,71,78,81,73,82,75,53,68,75,59,69,Left,81,59
63,28,66,68,66,80,Sd Eibar,67,70,55,42,75,74,83,47,Sergi Enrich Ametller,80,181,42,77,Laliga Santander,61,67,29,Sergi Enrich,Spain,80,66,69,63,79,87,82,77,76,74,31,68,83,46,83,Right,72,79
72,31,55,68,68,86,Chievo Verona,80,78,78,49,82,84,62,78,Valter Birsa,60,184,49,68,Calcio A,76,83,44,Birsa,Slovenia,80,75,80,76,72,75,76,72,82,84,40,78,74,52,78,Left,82,73
68,27,59,74,81,85,La Galaxy,65,83,80,59,80,80,62,76,Jonathan Dos Santos,57,172,65,69,Major League Soccer,78,74,52,Dos Santos,Mexico,80,66,82,59,67,80,78,68,84,72,55,65,77,63,65,Right,83,73
54,29,88,59,68,69,Sevilla Fc,81,61,39,80,64,58,48,54,Daniel Filipe Martins Carrico,79,180,82,91,Laliga Santander,79,50,76,Daniel Carrico,Portugal,80,57,68,62,78,57,75,53,78,66,80,59,70,82,77,Right,62,47
66,24,78,64,58,64,Fc Schalke 04,78,46,47,82,52,35,27,28,Matija Nastasic,79,188,78,81,Bundesliga,67,22,81,Nastasic,Serbia,80,70,58,47,75,30,79,31,69,44,86,74,65,84,78,Left,55,32
92,29,53,94,93,78,Borussia Monchengladbach,79,80,84,39,84,86,66,74,Ibrahima Traore,44,171,41,72,Bundesliga,74,78,32,Traore,Guinea,80,88,77,56,56,76,80,72,76,80,40,85,74,43,47,Left,76,75
77,31,66,74,76,82,Inter,73,85,74,56,79,80,74,71,Antonio Candreva,55,180,59,35,Calcio A,70,85,54,Candreva,Italy,80,78,76,83,71,79,80,80,77,87,50,78,86,58,70,Right,74,75
67,31,80,75,75,81,Atletico Madrid,81,70,65,68,79,78,69,61,Augusto Fernandez,59,178,77,59,Laliga Santander,80,73,57,Fernandez,Argentina,80,69,77,62,75,78,82,70,81,74,64,71,78,76,73,Right,81,57
73,28,74,69,48,78,West Bromwich Albion,76,48,53,31,74,75,77,52,Salomon Rondon,88,186,33,71,Premier League,40,70,25,Rondon,Venezuela,80,75,56,62,80,82,73,76,69,85,13,76,68,23,89,Right,53,73
54,23,70,59,53,65,Juventus,70,40,45,83,64,64,33,25,Daniele Rugani,80,190,84,81,Calcio A,59,39,84,Rugani,Italy,80,61,53,36,75,28,74,39,65,58,82,66,68,84,80,Right,50,35
77,25,38,78,67,81,Rcd Espanyol,71,69,70,28,79,80,79,59,Leonardo Carrilho Baptistao,78,181,28,70,Laliga Santander,55,75,17,Leo Baptistao,Brazil,80,79,69,65,64,83,81,77,77,77,19,80,66,24,72,Right,69,77
85,24,62,91,81,82,Borussia Monchengladbach,78,85,82,37,84,86,79,79,Thorgan Hazard,38,174,39,64,Bundesliga,71,78,28,Hazard,Belgium,80,81,80,73,64,80,80,78,79,78,35,77,77,45,59,Right,81,80
75,30,74,68,70,79,Fc Schalke 04,63,81,70,79,74,72,62,36,Jorge Andujar Moreno,83,177,77,74,Laliga Santander,66,60,76,Coke,Spain,80,75,70,74,72,62,84,63,76,70,80,75,78,82,69,Right,60,43
90,24,62,82,83,80,Olympique Lyonnais,76,67,85,30,83,86,72,88,Memphis Depay,55,176,31,74,Ligue 1 Conforama,63,81,24,Depay,Netherlands,80,89,72,66,77,75,79,77,73,88,20,88,78,31,82,Right,73,69
44,34,84,62,54,62,West Ham United,69,36,33,80,62,59,40,32,Jose Miguel Da Rocha Fonte,76,187,81,73,Premier League,56,29,80,Jose Fonte,Portugal,80,43,52,43,77,40,82,35,63,29,78,43,66,81,81,Right,55,34
84,27,66,77,76,79,Borussia Dortmund,75,76,80,38,79,81,80,68,Andre Schurrle,63,184,44,72,Bundesliga,59,83,23,Schurrle,Germany,80,83,74,83,70,80,80,82,77,86,42,83,80,40,66,Right,76,82
63,28,70,72,75,80,Manchester United,83,78,84,80,76,73,46,62,Daley Blind,71,180,82,71,Premier League,81,62,80,Blind,Netherlands,80,60,79,56,76,64,84,56,81,68,76,58,86,83,74,Left,78,62
73,24,91,52,55,69,Arsenal,70,74,43,78,64,63,42,25,Sead Kolasinac,73,183,71,76,Premier League,49,52,78,Kolasinac,Bosnia And Herzegovina,80,78,61,44,89,62,78,53,68,82,84,82,85,83,91,Left,56,31
78,27,65,91,77,80,Olympique De Marseille,78,75,76,31,79,76,82,75,Valere Germain,79,180,44,81,Ligue 1 Conforama,64,77,22,Germain,France,80,78,75,77,68,84,79,80,78,79,18,78,82,21,61,Right,78,79
82,27,75,86,76,78,West Ham United,70,73,66,52,80,83,74,60,Michail Antonio,88,180,40,84,Premier League,67,72,44,Antonio,England,80,85,70,73,82,77,76,74,73,76,53,87,78,56,86,Right,65,69
75,26,85,77,69,77,Valencia Cf,68,52,68,42,76,76,79,56,Simone Zaza,79,186,34,89,Laliga Santander,45,76,28,Zaza,Italy,80,76,59,80,84,83,78,79,65,81,52,77,76,44,88,Left,66,78
86,25,54,85,82,86,Roma,74,70,80,31,84,84,75,63,Stephan El Shaarawy,51,178,36,60,Calcio A,57,74,25,El Shaarawy,Italy,80,87,70,72,58,76,72,75,74,74,25,87,70,30,54,Right,73,77
82,23,56,77,76,84,Napoli,74,77,80,62,82,84,64,65,Piotr Zielinski,52,180,70,54,Calcio A,77,75,48,Zielinski,Poland,80,83,79,51,60,75,76,69,81,76,71,83,75,72,54,Right,82,70
69,32,79,72,73,78,Liverpool,86,85,81,76,77,77,66,77,James Milner,69,175,76,64,Premier League,81,77,76,Milner,England,80,67,82,83,78,75,84,74,84,85,79,66,91,77,73,Right,77,76
49,32,84,46,40,55,Milan,74,30,48,83,55,55,16,35,Gabriel Paletta,76,190,84,80,Alka Superliga,61,44,84,Paletta,Italy,80,51,42,35,82,28,76,33,55,60,80,53,69,84,87,Right,18,30
76,27,72,67,67,81,1. Fc Koln,82,79,65,79,76,74,55,65,Jonas Hector,73,185,81,63,Bundesliga,75,61,77,Hector,Germany,80,77,76,65,77,62,80,60,80,69,81,77,84,81,77,Left,70,51
66,27,83,54,50,73,Vfl Wolfsburg,74,52,42,81,68,67,49,53,Josuha Guilavogui,78,188,83,76,Bundesliga,75,66,76,Guilavogui,France,80,70,66,50,81,63,79,59,77,78,86,73,77,84,82,Right,65,49
70,29,56,81,80,85,Southampton,79,79,83,37,83,83,65,76,Dusan Tadic,63,181,31,64,Premier League,77,66,40,Tadic,Serbia,80,70,80,75,64,73,80,67,81,69,26,70,69,34,65,Left,84,73
78,27,66,79,75,83,Watford,78,78,78,68,81,82,61,72,Roberto Pereyra,60,182,72,66,Premier League,76,72,64,Pereyra,Argentina,80,78,80,72,68,76,78,66,83,66,70,78,77,71,64,Right,81,74
77,24,61,78,78,77,Chelsea,81,65,61,27,77,76,83,46,Michy Batshuayi,73,185,23,81,Premier League,36,76,16,Batshuayi,Belgium,80,79,59,67,74,83,79,80,64,83,22,80,65,26,82,Right,63,74
38,28,74,47,55,79,Athletic Club De Bilbao,70,47,31,79,70,70,69,44,Mikel San Jose Dominguez,82,186,83,77,Laliga Santander,82,78,72,Mikel San Jose,Spain,80,43,70,51,78,70,82,70,83,71,74,47,79,85,79,Right,77,70
67,29,85,63,65,75,Roma,74,61,57,80,70,67,55,57,Maxime Gonalons,75,187,83,79,Calcio A,75,59,78,Gonalons,France,80,66,69,68,81,60,77,61,78,77,75,66,88,82,76,Right,65,60
76,28,78,86,81,82,West Ham United,74,77,74,60,81,80,75,57,Andre Ayew,76,176,57,90,Premier League,71,75,54,Ayew,Ghana,80,75,75,71,77,79,75,74,78,75,59,75,86,62,71,Left,76,65
92,29,65,83,79,78,Arsenal,78,74,76,38,80,81,77,74,Theo Walcott,58,176,35,66,Premier League,65,69,33,Walcott,England,80,91,72,74,66,80,77,75,74,76,36,91,73,39,62,Right,72,72
52,20,70,67,76,81,As Monaco Football Club Sa,81,76,84,68,77,76,73,74,Youri Tielemans,57,176,72,65,Ligue 1 Conforama,81,88,64,Tielemans,Belgium,80,53,80,76,71,74,76,79,80,88,69,53,73,72,71,Right,83,78
79,32,70,69,72,78,Vissel Kobe,79,75,80,39,77,78,82,75,Lukas Podolski,65,182,36,71,Meiji Yasuda J1 League,64,81,33,Podolski,Germany,80,78,75,83,74,79,76,84,77,92,39,77,68,39,78,Left,78,89
66,33,84,74,72,82,Feyenoord,84,60,68,72,77,73,54,50,Karim El Ahmadi,60,179,76,67,Eredivisie,82,66,66,El Ahmadi,Morocco,80,65,74,69,78,64,81,62,83,74,73,65,83,78,74,Right,75,65
87,22,65,82,81,81,Sl Benfica,77,78,77,75,81,82,50,80,Alejandro Grimaldo Garcia,64,171,78,64,Liga Nos,68,67,74,Grimaldo,Spain,80,86,72,51,72,71,82,60,75,73,77,86,88,76,67,Left,60,58
35,30,76,35,36,64,Feyenoord,71,30,25,82,50,41,25,43,Eric Fernando Botteghin,79,192,83,82,Eredivisie,69,40,83,Eric Botteghin,Brazil,80,34,48,52,83,30,72,36,61,59,75,34,72,83,91,Right,32,25
55,31,85,34,34,56,Sl Benfica,71,46,30,81,52,52,38,35,Jardel Nivaldo Vieira,84,192,77,66,Liga Nos,53,37,81,Jardel,Brazil,80,60,52,57,82,30,71,42,62,58,78,64,67,84,90,Right,47,27
66,30,78,66,62,68,Roma,76,64,48,81,63,56,43,28,Hector Moreno,84,183,76,74,Laliga Santander,68,44,83,Moreno,Mexico,80,66,65,63,75,46,78,49,75,64,82,66,71,80,75,Left,59,55
86,31,82,69,70,69,Lokomotiv Moscow,61,73,65,79,71,73,40,62,Vitaliy Denisov,66,178,87,71,Sogaz Russian Football Championship,65,53,76,Denisov,Uzbekistan,80,83,67,31,79,60,74,51,67,75,83,80,91,80,72,Left,63,57
67,32,70,66,62,79,Fenerbahce Sk,75,56,60,82,74,72,58,54,Mehmet Topal,76,187,86,80,Super Lig,76,73,78,Topal,Turkey,80,68,67,68,80,56,80,66,77,84,79,68,90,85,79,Right,58,54
85,27,70,83,78,82,Zenit St. Petersburg,76,74,77,47,81,82,73,70,Oleg Shatov,55,173,63,59,Sogaz Russian Football Championship,72,74,38,Shatov,Russia,80,88,77,60,68,78,77,73,80,75,42,90,73,45,66,Right,81,69
63,35,45,68,64,83,Orlando City Soccer Club,85,74,84,30,78,79,74,70,Ricardo Izecson Dos Santos Leite,52,186,42,53,Major League Soccer,73,76,14,Kaka,Brazil,80,62,79,84,58,77,76,76,81,76,31,61,44,31,70,Right,84,84
46,32,81,55,36,63,Fc Krasnodar,78,49,36,82,56,49,51,40,Andreas Granqvist,81,192,82,64,Sogaz Russian Football Championship,67,59,83,Granqvist,Sweden,80,48,59,79,78,54,76,58,73,74,79,49,67,83,83,Right,49,37
80,25,73,84,87,84,Shakhtar Donetsk,79,67,70,71,82,79,71,59,Frederico R. De Paula Santos,55,169,69,84,Ukrayina Liha,77,74,75,Fred,Brazil,80,82,76,65,63,69,82,70,85,69,69,84,88,75,45,Left,76,64
76,31,72,82,88,84,Real Betis Balompie,76,73,70,67,82,80,58,71,Andres Guardado,55,169,72,74,Laliga Santander,82,65,60,Guardado,Mexico,80,76,80,70,68,67,82,64,84,74,72,76,84,72,57,Left,81,69
67,30,75,59,58,74,Spartak Moscow,70,50,37,81,67,63,33,45,Serdar Tasci,82,186,79,81,Sogaz Russian Football Championship,78,34,80,Tasci,Germany,80,66,64,42,69,39,78,41,76,64,81,66,43,82,78,Right,57,50
71,28,84,60,73,78,Shakhtar Donetsk,81,61,53,79,70,64,53,45,Taras Stepanenko,69,181,82,71,Ukrayina Liha,77,70,80,Stepanenko,Ukraine,80,67,71,52,80,63,78,61,81,75,78,64,82,79,78,Left,69,56
72,25,67,76,52,80,Valencia Cf,74,60,64,78,78,80,57,61,Geoffrey Kondogbia,76,188,78,76,Laliga Santander,79,80,73,Kondogbia,France,80,74,73,54,84,87,76,72,80,99,75,74,87,83,89,Left,74,55
69,28,82,72,73,77,Shakhtar Donetsk,78,68,75,81,73,69,57,77,Yaroslav Rakitskyi,69,180,82,74,Ukrayina Liha,84,84,82,Rakitskyi,Ukraine,80,72,76,50,78,53,77,68,78,87,81,74,82,83,75,Left,75,53
82,25,78,78,70,78,Fc Porto,76,84,85,75,78,79,50,77,Alex Nicolao Telles,67,181,76,81,Liga Nos,80,67,75,Alex Telles,Brazil,80,83,77,63,74,73,80,61,76,75,76,84,89,77,64,Left,67,66
67,30,79,58,56,65,Fc Porto,70,49,39,81,59,54,41,37,Ivan Marcano Sierra,83,187,82,90,Liga Nos,67,42,80,Marcano,Spain,80,68,59,35,78,30,70,45,73,65,77,69,76,82,77,Left,48,34
89,27,54,82,68,79,Valencia Cf,69,73,79,38,79,81,75,67,Rodrigo Moreno Machado,85,181,36,76,Laliga Santander,58,74,30,Rodrigo,Spain,80,91,71,79,71,80,79,77,76,82,34,92,75,33,74,Left,66,75
77,26,78,75,63,80,Fc Porto,77,58,71,27,79,81,77,68,Vincent Aboubakar,77,184,33,79,Liga Nos,69,80,12,Aboubakar,Cameroon,80,80,71,80,82,80,75,79,76,82,19,83,78,23,85,Right,74,73
81,26,70,68,74,77,Atletico Madrid,68,83,70,78,74,74,44,57,Sime Vrsaljko,69,183,80,85,Laliga Santander,68,58,77,Vrsaljko,Croatia,80,83,73,52,78,65,79,55,75,75,75,83,90,79,73,Right,68,53
78,31,79,68,65,73,Zenit St. Petersburg,75,75,71,78,72,72,56,61,Domenico Criscito,69,183,77,80,Sogaz Russian Football Championship,75,59,78,Criscito,Italy,80,77,74,70,79,68,78,61,77,68,82,77,90,80,73,Left,71,62
85,26,68,84,73,82,Zenit St. Petersburg,79,68,75,44,81,82,80,69,Alexandr Kokorin,73,181,35,76,Sogaz Russian Football Championship,66,75,43,Kokorin,Russia,80,84,72,69,72,80,76,78,76,79,44,83,78,42,68,Right,72,72
88,27,67,86,84,80,Sl Benfica,78,78,75,44,80,78,76,64,Eduardo Salvio,67,173,52,87,Liga Nos,70,74,40,Salvio,Argentina,80,87,74,60,70,81,77,74,74,74,33,86,83,38,63,Right,73,71
74,25,44,80,81,84,Fc Barcelona,76,72,75,62,84,87,74,61,Rafael Alcantara,55,174,68,73,Laliga Santander,75,82,47,Rafinha,Brazil,81,74,79,67,64,77,76,76,86,79,66,74,73,74,66,Left,80,76
72,28,74,60,68,74,Real Madrid Cf,73,70,55,81,64,55,32,37,Jose Ignacio Fernandez Iglesias,80,179,81,81,Laliga Santander,61,28,81,Nacho Fernandez,Spain,81,76,65,45,78,37,72,37,77,54,83,80,79,82,78,Right,53,38
75,23,79,79,79,85,Zenit St. Petersburg,76,76,81,72,81,79,57,78,Leandro Paredes,62,180,75,61,Sogaz Russian Football Championship,83,80,66,Paredes,Argentina,80,72,83,59,73,66,76,69,86,83,75,69,79,78,69,Right,85,76
77,23,76,83,69,80,Olympique De Marseille,77,79,75,76,80,81,75,70,Morgan Sanson,69,180,80,75,Ligue 1 Conforama,82,72,73,Sanson,France,81,76,80,68,77,74,79,75,83,79,76,75,79,77,76,Right,80,70
64,27,86,71,63,75,Vfl Wolfsburg,76,50,62,80,70,64,58,59,Ignacio Camacho Barnola,83,183,85,85,Bundesliga,74,54,75,Camacho,Spain,81,61,71,48,81,66,84,60,81,76,74,59,84,82,78,Right,79,52
89,20,56,93,92,85,Manchester City,84,66,76,26,87,87,83,54,Gabriel Fernando De Jesus,66,175,32,75,Premier League,66,73,20,Gabriel Jesus,Brazil,81,87,71,78,67,83,82,79,75,78,19,85,84,17,63,Right,75,67
